Open,High,Low,Adj Close
454.52,454.63,438.72,438.72
453.69,456,453.3,454.62
454.01,455.07,453.61,453.78
457.59,458.2,452.95,454.16
455.76,458.69,455.46,457.57
455.82,456.84,454.79,455.67
454.85,457.06,453.45,455.67
452.45,454.95,449.25,454.77
450.86,454.58,450.86,452.73
460.52,461.93,448.95,450.9
458.21,462.48,456.53,460.48
458.43,459.42,455.98,458.55
459.64,460.68,457.32,458.54
447.94,461.38,447.07,459.6
446.71,448.51,445.88,447.98
450.18,450.38,445.63,446.72
444.73,451.1,442.62,450.3
451.93,452.45,441.78,444.67
448.48,452.48,447.93,451.88
455.18,455.59,447.7,448.32
449.41,455.38,446.02,455.1
445.04,449.55,436.65,449.01
466.26,467.08,444.13,444.69
461.65,467.97,461.62,466.09
459.12,466.62,453.59,461.43
450.56,460.15,448.93,458.56
445.86,450.28,444.33,450.28
449.69,449.81,444.15,445.74
441.42,450.55,440.95,449.43
435.32,443.05,434.41,441.39
428.7,436.02,428.1,435.51
427.61,429.27,427.09,428.59
430.64,431.37,426.08,427.4
429.58,432.63,428.98,430.57
424.43,429.93,424.43,429.71
423.94,425.37,423.01,424.28
425.63,426.66,422.92,423.73
422.84,427.28,422.84,425.19
421.87,422.74,420.53,422.48
419.59,422.44,419.26,421.56
420.81,420.89,416.52,419.41
422.91,425.36,419.64,420.35
423.62,423.66,420.52,422.75
424.28,424.53,422.73,423.41
421.02,424.26,420.61,424.03
421.3,422.34,419.6,421.44
421.17,421.58,419.7,420.9
418.42,422.08,418.42,420.87
416.76,418.17,415.83,417.96
415.26,418.37,415.26,416.73
416.83,416.83,412.5,414.82
424.3,426.2,412.68,416.52
426.55,426.86,423.29,424.23
418.14,428.8,417.71,426.77
417.37,418.99,416.26,417.95
416.51,418.08,415.56,417.18
418.42,418.68,415.49,416.39
418.16,419.27,417.36,418.04
413.13,418.38,412.53,418.09
413.42,413.42,410.38,413.31
410.4,414.63,410.4,413.76
409.27,410.98,407.23,410.44
420.55,420.55,406.14,409.55
417.89,421,417.89,420.62
416.89,417.69,415.91,417.01
416.39,418.13,414.99,416.83
414.2,416.68,414.2,416.44
411.65,416.6,411.64,414.07
421.61,421.8,410.09,411.62
417.24,423.93,417.01,421.69
414.74,417.51,413.25,417.13
413.89,416.03,411.61,414.86
414.47,416.24,411.09,413.97
407.76,415.92,406.31,414.32
400.53,411.91,395.78,407.71
410.78,411.26,394.04,400.57
421.84,425.18,410.94,410.94
423.91,425.37,419.41,421.65
435.13,435.92,423.99,423.99
437.92,439.65,432.32,435.12
433.44,441.51,431.69,437.7
432.57,435.68,423.82,433.5
432.84,434.23,428.1,432.52
424.63,432.15,421.62,432.15
425.04,427.72,420.42,424.54
420.96,425.55,413.91,424.96
438.26,439.86,417.82,420.74
438.99,439.05,432.92,437.75
437.77,448.05,429.08,438.8
421.6,441.98,421.6,437.16
422.73,423.1,417.6,420.79
416.57,426,415.64,422.37
407.66,421.17,406.78,416.32
401.43,408.95,401.43,407.49
407.57,410.38,397.75,400.19
392.93,407.23,392.93,407.23
384.64,391.86,384.64,391.86
379.69,384.95,379.6,384.26
382.11,383.13,376.4,379.65
376.15,385.48,375.78,381.65
373.42,377.25,372.9,376.03
376.76,379.88,373.33,373.45
376.51,380.87,374.9,376.62
386.59,386.63,372.39,376.52
388.9,391.09,385.57,386.55
370.17,391.61,369.99,389.59
374.65,374.95,368.05,369.95
372.92,375.88,372.92,374.45
369.35,378.07,367.96,373.06
378.29,380.35,367.84,368.77
378.87,380.92,376.49,378.26
380.11,384.38,365.45,379.47
395.15,395.5,379.74,380.29
392.44,396.84,391.78,394.97
392,397.77,390.58,392.15
402.32,402.32,388.55,391.73
388.1,405.49,387.51,402.97
382.43,394.54,381.98,387.49
409.75,410.41,375.28,382.49
419.63,422.88,406.3,410.26
379.74,425.27,376.6,420.23
387.03,387.73,378.97,380.15
381.73,388.1,376.67,387.17
387.15,390.97,380.09,382.3
365.07,390.56,354.91,387.54
430.26,430.26,364.33,364.33
432.29,433.32,427.85,430.31
434.67,435.19,424.44,432.37
448.18,448.18,435.69,435.69
448.7,450.66,443.86,448.43
448.24,448.31,440.35,447.99
453.38,454.64,446.89,447.61
457.54,462.93,447.94,453.23
430.01,458.77,429.08,458.05
431.86,431.86,426.34,429.11
433.07,434.18,429.68,431.96
430.06,434.52,429.08,433.09
433.58,433.74,424.71,430.01
434.62,436.06,431.87,433.44
430.72,436.25,427.52,434.33
425.88,432.92,418.74,430.57
433.3,434.39,422.08,426.62
422.1,432.98,420.63,432.98
423.34,429.77,418.48,422.28
416.51,424.01,408.88,422.82
455.76,457.49,405.76,417.27
454.86,458.31,452.08,455.65
443.09,458.46,443.08,454.99
436.72,444.53,436.62,442.4
437.44,443.69,435.52,436.57
442.84,444.73,427.31,438.64
462.23,462.65,434.34,442.69
463.55,465.58,456.77,462.32
455.85,465.18,454.94,463.62
454.78,457.86,448.86,456.08
465.21,465.21,443.85,454.93
443.88,465.32,443.88,465.32
433.27,447.14,430.46,444.18
431.66,441.68,426.27,433.76
452.34,469.1,410.74,435
415.28,451.94,415.28,451.94
417.99,419.51,411.55,415.48
414.44,423.12,406.29,417.56
395.75,415.56,389.95,415.56
389.98,399.97,385.41,395.54
389.56,402.81,387.09,388.78
363.72,389.79,363.23,388.95
361.26,363.52,355.76,363.18
359.33,370.28,357.41,361.05
361.85,362.23,349.47,359.19
377.41,378.93,356.56,362.49
371.44,382.36,370.38,377.32
357.47,371.94,355.67,371.29
357.14,359.54,352.17,357.38
351.86,363.59,347.87,358.04
328.3,366.76,328.23,352.68
320.05,329.13,316.77,328.21
323.01,323.06,318.12,320.05
324.35,325.12,321.29,323.05
326.98,327.01,321.26,324.54
322.09,328.16,319.6,326.93
326.41,326.47,312.22,322.02
334.68,335.33,325.27,326.15
334.59,336.53,330.64,334.59
330.36,338.35,329.61,335.09
319.74,331.63,315.91,330.75
333.05,334.66,317.49,320.17
336.62,338.18,329.97,332.91
338.5,340.91,326.08,336.75
314.08,345.08,313.36,338.15
339.82,340.59,301,311.08
379.98,381.39,329.11,336.82
374.32,385.28,362.9,380.26
384.28,389.9,368.7,373.37
374.27,390.59,372.43,386.48
388.05,395.84,354.03,374.47
408.08,447.56,374.58,386.35
403.66,495.56,380.55,411.56
361.87,417.9,357.65,403.42
325.94,365.36,323.21,361.19
315.01,327.47,311.88,325.43
328.51,332.78,309.25,314.17
313.94,334.17,313.94,328.02
304.32,318.17,301.82,313.86
293.7,306.33,293.7,304.62
285.18,296.21,285.01,293.79
283.63,285.3,280.51,285.3
281.45,294.06,281.45,283.68
276.5,281.71,276.5,281.65
273.65,278.68,273.54,276.5
266.5,276.51,266.14,274.02
269.31,270.77,263.84,266.27
263.57,270.84,263.23,269.46
261.86,264.82,260.95,263.44
270.91,271.67,260.78,261.64
262.75,273.58,262.37,270.64
254.3,266.14,253.93,262.87
252.11,255.96,252.05,254.32
249.49,254.28,248.9,251.99
245.2,250.24,243.76,249.51
246.88,247.45,245.18,245.31
244.74,247.24,244.15,247.05
243.74,245.32,243.07,244.94
242.5,244.23,242.12,243.93
243.08,244.25,242.18,242.3
246.17,246.68,242.59,242.97
240.36,246.94,240.14,246.06
238.15,240.38,237.04,240.38
238.53,238.97,237.94,238.26
237.2,239.32,236.94,238.73
237.26,238.54,236.6,237.29
236,238.45,235.62,237.55
236.64,237.73,235.63,236.06
239.02,239.8,235.93,236.69
232.84,239.34,232.47,239.14
234.14,234.53,232.48,232.76
235.08,235.4,233.36,234.34
234.36,237.43,233.68,235.14
230.36,235.65,230.3,234.53
230.94,231.84,229.59,230.28
226.97,232.39,225.12,230.62
231.22,231.22,226.52,227.09
231.4,232.37,230.91,231.21
232.86,233.21,231.09,231.49
233.52,234.35,232.19,232.98
229.08,230.29,228.93,229.81
