Open,High,Low,Adj Close,Date
860.29,866.16,835.63,835.63,1/16/2014
833.12,872.81,830.86,860.9,1/15/2014
843.17,855.69,825.66,833.27,1/14/2014
860.19,861.29,806.05,841.2,1/13/2014
919.6,928.52,851.17,863.22,1/12/2014
867.32,921.48,861.72,913.95,1/11/2014
846.69,871.19,822.6,868.48,1/10/2014
841.47,864.36,804.14,846.86,1/9/2014
795.99,870.68,776.18,842.72,1/8/2014
946.49,965.74,802,802,1/7/2014
936.05,1017.12,905.71,953.29,1/6/2014
858.55,952.4,854.52,933.53,1/5/2014
823.27,859.51,801.67,859.51,1/4/2014
802.85,834.15,789.12,818.72,1/3/2014
773.44,820.31,767.21,802.39,1/2/2014
754.97,775.35,754.97,771.4,1/1/2014
760.32,760.58,738.17,754.01,12/31/2013
741.35,766.6,740.24,756.13,12/30/2013
728.05,748.61,714.44,745.05,12/29/2013
737.98,747.06,705.35,727.83,12/28/2013
763.28,777.51,713.6,735.07,12/27/2013
683.94,777.75,683.94,761.98,12/26/2013
666.31,682.7,649.48,682.21,12/25/2013
672.36,684.39,645.71,665.58,12/24/2013
613.06,680.91,611.04,673.41,12/23/2013
601.78,666.74,585.64,617.18,12/22/2013
619.9,654.27,579.17,605.66,12/21/2013
694.22,729.16,595.33,625.32,12/20/2013
519.06,707.23,502.89,691.96,12/19/2013
678.2,679.32,420.51,522.7,12/18/2013
706.37,754.83,630.88,682.12,12/17/2013
880.33,882.25,668.25,705.97,12/16/2013
875.29,886.16,825,876.12,12/15/2013
899.85,904.65,858.36,872.6,12/14/2013
874.98,941.79,860.05,892.58,12/13/2013
882.78,901.94,844.95,873.26,12/12/2013
989.07,1001.58,834.23,878.48,12/11/2013
892.32,997.23,892.32,988.51,12/10/2013
793.8,921.93,780.9,893.19,12/9/2013
697.31,802.51,670.88,795.87,12/8/2013
835.32,854.64,640.22,698.23,12/7/2013
1042.38,1042.38,829.45,829.45,12/6/2013
1152.73,1154.36,897.11,1045.11,12/5/2013
1077.58,1156.12,1070.16,1151.17,12/4/2013
1046.4,1096,1011.21,1078.28,12/3/2013
951.42,1055.42,938.41,1043.33,12/2/2013
1128.92,1133.08,801.82,955.85,12/1/2013
1129.37,1156.14,1106.61,1129.43,11/30/2013
1042.01,1146.97,1000.64,1131.97,11/29/2013
1003.38,1077.56,962.17,1031.95,11/28/2013
923.85,1001.96,891.68,1001.96,11/27/2013
805.73,928.54,800.8,928.1,11/26/2013
773.02,810.68,754.43,799.11,11/25/2013
795.63,807.36,722.87,774.25,11/24/2013
771.7,844.97,771.7,797.82,11/23/2013
724.07,780.85,668.13,771.44,11/22/2013
594.32,733.4,577.29,722.43,11/21/2013
577.98,599.65,448.45,590.83,11/20/2013
712.76,806.11,456.39,584.61,11/19/2013
496.58,703.78,494.94,703.56,11/18/2013
440.96,500.58,440.24,492.11,11/17/2013
417.28,450.26,415.57,440.22,11/16/2013
419.41,437.89,396.11,417.95,11/15/2013
406.41,425.9,395.19,420.2,11/14/2013
360.97,414.05,359.8,407.37,11/13/2013
343.06,362.81,342.8,360.33,11/12/2013
325.41,351.27,311.78,342.44,11/11/2013
348.82,350.7,277.24,326.62,11/10/2013
338.58,370.82,319.71,339.11,11/9/2013
297.85,338.66,296.93,338.11,11/8/2013
261.68,304.17,261.55,296.41,11/7/2013
244.78,263,244.78,262.5,11/6/2013
229.21,250.66,226.22,245.24,11/5/2013
214.66,231.01,213.94,229.1,11/4/2013
205.99,215.05,203.99,215.05,11/3/2013
205.81,207.76,201.65,206.22,11/2/2013
203.9,206.65,202.13,206.18,11/1/2013
199.83,205.18,198.85,204,10/31/2013
204.39,209.16,199.97,199.97,10/30/2013
198.55,204.79,198.55,204.39,10/29/2013
196.21,198.62,192.06,198.55,10/28/2013
176.6,196.44,176.6,196.44,10/27/2013
187.45,188.41,175.75,177.32,10/26/2013
197.69,198.87,168.5,186.69,10/25/2013
214.3,217.42,168.52,198.23,10/24/2013
193.36,213.62,192.38,213.62,10/23/2013
182.65,196.27,182.65,193.76,10/22/2013
174.8,184.82,174.8,182.21,10/21/2013
171.66,174.91,168.95,174.61,10/20/2013
155.91,177.48,155.7,172.42,10/19/2013
146.37,155.96,145.57,155.96,10/18/2013
142.41,147.42,142.41,146.25,10/17/2013
145.65,152.23,142.43,142.55,10/16/2013
140.77,145.39,139.13,145.24,10/15/2013
139.27,144.12,138.9,140.52,10/14/2013
135.19,138.66,134.55,138.13,10/13/2013
130.9,135.66,130.56,135.19,10/12/2013
130.75,131.81,129.64,130.9,10/11/2013
130.67,131.5,129.26,130.59,10/10/2013
125.85,131.75,125.58,130.69,10/9/2013
126.74,127.47,124.71,126,10/8/2013
129.43,130.27,126.36,126.94,10/7/2013
128.36,129.66,126.15,129,10/6/2013
128.63,130.44,128.03,128.55,10/5/2013
123.41,130.09,123.41,129.01,10/4/2013
114.45,123.63,111.82,123.63,10/3/2013
132.05,133.59,102.25,114.13,10/2/2013
132.68,134.63,131.55,132.18,10/1/2013
137.15,138.35,130.27,133,9/30/2013
134.9,140.61,134.71,137.34,9/29/2013
133.77,135.63,132.56,134.78,9/28/2013
128.94,134.74,128.49,133.78,9/27/2013
128.21,134.93,127.32,128.38,9/26/2013
127.38,129.69,127.33,128.22,9/25/2013
126.05,127.46,125.39,127.25,9/24/2013
128.98,132.73,125.66,125.95,9/23/2013
127.87,133.94,126.59,129.12,9/22/2013
126.95,128.61,126.24,127.43,9/21/2013
129.7,135.62,126.68,127.04,9/20/2013
131.37,131.77,128.45,129.65,9/19/2013
131.71,133.2,130.54,131.47,9/18/2013
131.59,132.76,124.89,131.66,9/17/2013
130.86,132.72,129.77,131.72,9/16/2013
129.4,131.44,128.26,130.37,9/15/2013
135.01,135.85,128.87,129.22,9/14/2013
132.83,137.58,132.27,134.98,9/13/2013
135.55,136.08,131.81,133.13,9/12/2013
125.89,137.83,123.27,135.25,9/11/2013
127.27,129.74,125.9,125.91,9/10/2013
121.86,129.06,119.75,127.11,9/9/2013
124.13,124.72,120.49,121.66,9/8/2013
118.89,125.94,118.46,124.15,9/7/2013
126.49,127.34,119.15,119.15,9/6/2013
126.76,131.44,121.83,126.43,9/5/2013
136.53,144.5,123.61,126.74,9/4/2013
135.61,138.34,133,136.77,9/3/2013
138.63,146.5,134.89,135.85,9/2/2013
135.14,145.81,134.81,138.34,9/1/2013
133.09,140.89,132.72,135.35,8/31/2013
122.35,135.75,120.99,133.49,8/30/2013
122.62,123.7,122.21,122.39,8/29/2013
126.48,127.32,122.62,122.62,8/28/2013
120.07,127.24,120.07,126.5,8/27/2013
122.11,122.76,119.93,120.06,8/26/2013
119.6,122.99,119.17,122.11,8/25/2013
118.51,121.39,118.02,120.05,8/24/2013
122,122,118.44,118.5,8/23/2013
123.3,123.5,120.6,121.15,8/22/2013
121.21,124.91,119.68,123.3,8/21/2013
119,123.01,117.51,121.21,8/20/2013
113.38,123.06,111.77,119,8/19/2013
112.75,114.69,112,113.5,8/18/2013
108.99,113.75,108.23,113.5,8/17/2013
110,112.3,108.52,108.99,8/16/2013
112.56,113.25,109,109.99,8/15/2013
109.56,115,108,112.56,8/14/2013
106.99,109.35,104.65,109,8/13/2013
105,108,103.5,106.64,8/12/2013
103,105.19,102.76,105,8/11/2013
102.8,103.9,102.41,103,8/10/2013
103.07,105.75,101.94,102.8,8/9/2013
106.75,106.75,101.26,103,8/8/2013
106.75,106.75,106.75,106.75,8/7/2013
106.72,107.38,105.56,106.75,8/6/2013
105.12,107.77,105,106.22,8/5/2013
104.95,105.95,103.52,105.14,8/4/2013
104.5,105.78,102,104.01,8/3/2013
104.86,108,101.21,104.5,8/2/2013
106.21,108,103.01,104,8/1/2013
107.95,111.34,103.88,106.09,7/31/2013
101.49,107.99,100.47,107.99,7/30/2013
98.6,102.5,98.46,101.2,7/29/2013
94.4,100.58,94,99.76,7/28/2013
96.02,97,93,94.12,7/27/2013
96.95,97.47,96,96.02,7/26/2013
94.51,97.33,93.87,96.9,7/25/2013
95.56,95.99,93,94.51,7/24/2013
91.6,96.82,91.6,95.56,7/23/2013
92,92,90.08,91.61,7/22/2013
89.82,91.95,88,90.76,7/21/2013
92,93.1,89.27,89.39,7/20/2013
90.07,95.2,87.8,92.17,7/19/2013
98.5,98.8,86.2,90.58,7/18/2013
96.71,99.97,96.18,98.5,7/17/2013
98.89,99.86,96.14,97.45,7/16/2013
93.61,101.9,93.11,98.4,7/15/2013
98.7,98.7,92.86,94.69,7/14/2013
93.99,98.25,88.06,98.13,7/13/2013
88.98,104,88.17,93.59,7/12/2013
88,90.28,85.08,88.98,7/11/2013
76.72,87,76.2,86.76,7/10/2013
76,78.3,72.52,76.69,7/9/2013
76.5,80,72.6,76.52,7/8/2013
68.75,74.56,66.62,74.56,7/7/2013
68.51,75,66.82,70.28,7/6/2013
79.99,80,65.53,68.43,7/5/2013
78.89,83.11,72,80.53,7/4/2013
90.41,90.98,76.98,77.53,7/3/2013
88.05,92.3,87.51,90.13,7/2/2013
97.51,97.66,86.3,88.05,7/1/2013
95,98.12,94.22,96.61,6/30/2013
94.66,99.99,93,94.99,6/29/2013
101.74,101.74,92.33,94.65,6/28/2013
104,104,101.1,101.44,6/27/2013
103.33,105.49,102.79,104,6/26/2013
102.09,106.47,101.01,103.95,6/25/2013
107.9,108.33,100.98,102.74,6/24/2013
108.2,108.8,106.23,107.6,6/23/2013
109.5,109.96,107.51,108.3,6/22/2013
111.29,114.99,107.69,109.5,6/21/2013
108.25,114.3,107.5,110.15,6/20/2013
107.05,110.23,105.76,108.25,6/19/2013
101.95,111.11,101.03,107.4,6/18/2013
99.9,102.21,99,101.7,6/17/2013
99.8,101.6,98.95,99.51,6/16/2013
100,103.7,98,99.99,6/15/2013
103.95,104.7,98,99.98,6/14/2013
108.78,110.3,100.53,104,6/13/2013
109,111.79,106.73,108.15,6/12/2013
106.35,109.6,104,108.9,6/11/2013
100.44,110.1,95,106.35,6/10/2013
107.89,108.99,88.5,100,6/9/2013
111,111.42,107.3,108.3,6/8/2013
118.97,119,106.42,111.5,6/7/2013
121.9,123.1,117.25,118,6/6/2013
121.4,123.47,119.9,121.65,6/5/2013
120.74,123.84,119.1,121.42,6/4/2013
122.5,122.5,116,122.22,6/3/2013
129.3,129.4,115.05,122.29,6/2/2013
128.82,129.78,127.2,129.3,6/1/2013
128.8,129.9,126.4,129,5/31/2013
132.25,132.25,127,128.8,5/30/2013
129,132.59,127.66,132.3,5/29/2013
129.77,130.58,125.6,129,5/28/2013
133.5,135.47,124.7,129.75,5/27/2013
131.99,136,130.62,133.48,5/26/2013
133.1,133.22,128.9,131.98,5/25/2013
126.3,133.85,125.72,133.2,5/24/2013
123.8,126.93,123.1,126.7,5/23/2013
122.89,124,122,123.89,5/22/2013
122.02,123,121.21,122.88,5/21/2013
122.5,123.62,120.12,122,5/20/2013
123.21,124.5,119.57,121.99,5/19/2013
123.5,125.25,122.3,123.5,5/18/2013
118.21,125.3,116.57,123.02,5/17/2013
114.22,118.76,112.2,118.76,5/16/2013
111.4,115.81,103.5,114.22,5/15/2013
117.98,119.8,110.25,111.5,5/14/2013
114.82,118.7,114.5,117.98,5/13/2013
115.64,117.45,113.44,115,5/12/2013
117.7,118.68,113.01,115.24,5/11/2013
112.8,122,111.55,117.2,5/10/2013
113.2,113.46,109.26,112.67,5/9/2013
109.6,115.78,109.6,113.57,5/8/2013
112.25,113.44,97.7,111.5,5/7/2013
115.98,124.66,106.64,112.3,5/6/2013
112.9,118.8,107.14,115.91,5/5/2013
98.1,115,92.5,112.5,5/4/2013
106.25,108.13,79.1,97.75,5/3/2013
116.38,125.6,92.28,105.21,5/2/2013
139,139.89,107.72,116.99,5/1/2013
144,146.93,134.05,139,4/30/2013
134.44,147.49,134,144.54,4/29/2013
135.3,135.98,132.1,134.21,4/28/2013
