Open,High,Low,Adj Close,Date
9414.69,9466.35,8513.03,9337.55,3/9/2018
9951.44,10147.4,9335.87,9395.01,3/8/2018
10803.9,10929.5,9692.12,9965.57,3/7/2018
11500.1,11500.1,10694.3,10779.9,3/6/2018
11532.4,11704.1,11443.9,11573.3,3/5/2018
11497.4,11512.6,11136.1,11512.6,3/4/2018
11101.9,11528.2,11002.4,11489.7,3/3/2018
10977.4,11189,10850.1,11086.4,3/2/2018
10385,11052.3,10352.7,10951,3/1/2018
10687.2,11089.8,10393.1,10397.9,2/28/2018
10393.9,10878.5,10246.1,10725.6,2/27/2018
9669.43,10475,9501.73,10366.7,2/26/2018
9796.42,9923.22,9407.06,9664.73,2/25/2018
10287.7,10597.2,9546.97,9813.07,2/24/2018
9937.07,10487.3,9734.56,10301.1,2/23/2018
10660.4,11039.1,9939.09,10005,2/22/2018
11372.2,11418.5,10479.1,10690.4,2/21/2018
11231.8,11958.5,11231.8,11403.7,2/20/2018
10552.6,11273.8,10513.2,11225.3,2/19/2018
11123.4,11349.8,10326,10551.8,2/18/2018
10207.5,11139.5,10149.4,11112.7,2/17/2018
10135.7,10324.1,9824.82,10233.9,2/16/2018
9488.32,10234.8,9395.58,10166.4,2/15/2018
8599.92,9518.54,8599.92,9494.63,2/14/2018
8926.72,8958.47,8455.41,8598.31,2/13/2018
8141.43,8985.92,8141.43,8926.57,2/12/2018
8616.13,8616.13,7931.1,8129.97,2/11/2018
8720.08,9122.55,8295.47,8621.9,2/10/2018
8271.84,8736.98,7884.71,8736.98,2/9/2018
7637.86,8558.77,7637.86,8265.59,2/8/2018
7755.49,8509.11,7236.79,7621.3,2/7/2018
7051.75,7850.7,6048.26,7754,2/6/2018
8270.54,8364.84,6756.68,6955.27,2/5/2018
9175.7,9334.87,8031.22,8277.01,2/4/2018
8852.12,9430.75,8251.63,9174.91,2/3/2018
9142.28,9142.28,7796.49,8830.75,2/2/2018
10237.3,10288.8,8812.28,9170.54,2/1/2018
10108.2,10381.6,9777.42,10221.1,1/31/2018
11306.8,11307.2,10036.2,10106.3,1/30/2018
11755.5,11875.6,11179.2,11296.4,1/29/2018
11475.3,12040.3,11475.3,11786.3,1/28/2018
11174.9,11614.9,10989.2,11440.7,1/27/2018
11256,11656.7,10470.3,11171.4,1/26/2018
11421.7,11785.7,11057.4,11259.4,1/25/2018
10903.4,11501.4,10639.8,11359.4,1/24/2018
10944.5,11377.6,10129.7,10868.4,1/23/2018
11633.1,11966.4,10240.2,10931.4,1/22/2018
12889.2,12895.9,11288.2,11600.1,1/21/2018
11656.2,13103,11656.2,12899.2,1/20/2018
11429.8,11992.8,11172.1,11607.4,1/19/2018
11198.8,12107.3,10942.5,11474.9,1/18/2018
11431.1,11678,9402.29,11188.6,1/17/2018
13836.1,13843.1,10194.9,11490.5,1/16/2018
13767.3,14445.5,13641.7,13819.8,1/15/2018
14370.8,14511.8,13268,13772,1/14/2018
13952.4,14659.5,13952.4,14360.2,1/13/2018
13453.9,14229.9,13158.1,13980.6,1/12/2018
14968.2,15018.8,13105.9,13405.8,1/11/2018
14588.5,14973.3,13691.2,14973.3,1/10/2018
15123.7,15497.5,14424,14595.4,1/9/2018
16476.2,16537.9,14208.2,15170.1,1/8/2018
17527.3,17579.6,16087.7,16477.6,1/7/2018
17462.1,17712.4,16764.6,17527,1/6/2018
15477.2,17705.2,15202.8,17429.5,1/5/2018
15270.7,15739.7,14522.2,15599.2,1/4/2018
14978.2,15572.8,14844.5,15201,1/3/2018
13625,15444.6,13163.6,14982.1,1/2/2018
14112.2,14112.2,13154.7,13657.2,1/1/2018
12897.7,14377.4,12755.6,14156.4,12/31/2017
14681.9,14681.9,12350.1,12952.2,12/30/2017
14695.8,15279,14307,14656.2,12/29/2017
15864.1,15888.4,13937.3,14606.5,12/28/2017
16163.5,16930.9,15114.3,15838.5,12/27/2017
14036.6,16461.2,14028.9,16099.8,12/26/2017
13995.9,14593,13448.9,14026.6,12/25/2017
14608.2,14626,12747.7,13925.8,12/24/2017
13948.7,15603.2,13828.8,14699.2,12/23/2017
15898,15943.4,11833,13831.8,12/22/2017
16642.4,17567.7,15342.7,15802.9,12/21/2017
17760.3,17934.7,16077.7,16624.6,12/20/2017
19118.3,19177.8,17275.4,17776.7,12/19/2017
19106.4,19371,18355.9,19114.2,12/18/2017
19475.8,20089,18974.1,19140.8,12/17/2017
17760.3,19716.7,17515.3,19497.4,12/16/2017
16601.3,18154.1,16601.3,17706.9,12/15/2017
16384.6,17085.8,16185.9,16564,12/14/2017
17500,17653.1,16039.7,16408.2,12/13/2017
16919.8,17781.8,16571.6,17415.4,12/12/2017
15427.4,17513.9,15404.8,16936.8,12/11/2017
15168.4,15850.6,13226.6,15455.4,12/10/2017
16523.3,16783,13674.9,15178.2,12/9/2017
17802.9,18353.4,14336.9,16569.4,12/8/2017
14266.1,17899.7,14057.3,17899.7,12/7/2017
11923.4,14369.1,11923.4,14291.5,12/6/2017
11685.7,12032,11604.6,11916.7,12/5/2017
11315.4,11657.2,11081.8,11657.2,12/4/2017
11082.7,11858.7,10862,11323.2,12/3/2017
10978.3,11320.2,10905.1,11074.6,12/2/2017
10198.6,11046.7,9694.65,10975.6,12/1/2017
9906.79,10801,9202.05,10233.6,11/30/2017
10077.4,11517.4,9601.03,9888.61,11/29/2017
9823.43,10125.7,9736.3,10058.8,11/28/2017
9352.72,9818.35,9352.72,9818.35,11/27/2017
8789.04,9522.93,8775.59,9330.55,11/26/2017
8241.71,8790.92,8191.15,8790.92,11/25/2017
8074.02,8374.16,7940.93,8253.69,11/24/2017
8232.38,8267.4,8038.77,8038.77,11/23/2017
8077.95,8302.26,8075.47,8253.55,11/22/2017
8205.74,8348.66,7762.71,8071.26,11/21/2017
8039.07,8336.86,7949.36,8200.64,11/20/2017
7766.03,8101.91,7694.1,8036.49,11/19/2017
7697.21,7884.99,7463.44,7790.15,11/18/2017
7853.57,8004.59,7561.09,7708.99,11/17/2017
7323.24,7967.38,7176.58,7871.69,11/16/2017
6634.76,7342.25,6634.76,7315.54,11/15/2017
6561.48,6764.98,6461.75,6635.75,11/14/2017
5938.25,6811.19,5844.29,6559.49,11/13/2017
6295.45,6625.05,5519.01,5950.07,11/12/2017
6618.61,6873.15,6204.22,6357.6,11/11/2017
7173.73,7312,6436.87,6618.14,11/10/2017
7446.83,7446.83,7101.52,7143.58,11/9/2017
7141.38,7776.42,7114.02,7459.69,11/8/2017
7023.1,7253.32,7023.1,7144.38,11/7/2017
7403.22,7445.77,7007.31,7022.76,11/6/2017
7404.52,7617.48,7333.19,7407.41,11/5/2017
7164.48,7492.86,7031.28,7379.95,11/4/2017
7087.53,7461.29,7002.94,7207.76,11/3/2017
6777.77,7367.33,6758.72,7078.5,11/2/2017
6440.97,6767.31,6377.88,6767.31,11/1/2017
6132.02,6470.43,6103.33,6468.4,10/31/2017
6114.85,6214.99,6040.85,6130.53,10/30/2017
5754.44,6255.71,5724.58,6153.85,10/29/2017
5787.82,5876.72,5689.19,5753.09,10/28/2017
5899.74,5988.39,5728.82,5780.9,10/27/2017
5747.95,5976.8,5721.22,5904.83,10/26/2017
5524.6,5754.33,5397.88,5750.8,10/25/2017
5935.52,5935.52,5504.18,5526.64,10/24/2017
6006,6075.59,5732.47,5930.32,10/23/2017
6036.66,6076.26,5792.34,6008.42,10/22/2017
5996.79,6194.88,5965.07,6031.6,10/21/2017
5708.11,6060.11,5627.23,6011.45,10/20/2017
5583.74,5744.35,5531.06,5708.52,10/19/2017
5603.82,5603.82,5151.44,5590.69,10/18/2017
5741.58,5800.35,5472.72,5605.51,10/17/2017
5687.57,5776.23,5544.21,5725.59,10/16/2017
5835.96,5852.48,5478.61,5678.19,10/15/2017
5643.53,5837.7,5591.64,5831.79,10/14/2017
5464.16,5840.3,5436.85,5647.21,10/13/2017
4829.58,5446.91,4822,5446.91,10/12/2017
4789.25,4873.73,4751.63,4826.48,10/11/2017
4776.21,4922.17,4765.1,4781.99,10/10/2017
4614.52,4878.71,4564.25,4772.02,10/9/2017
4429.67,4624.14,4405.64,4610.48,10/8/2017
4369.35,4443.88,4321.05,4426.89,10/7/2017
4324.46,4413.27,4320.53,4370.81,10/6/2017
4229.88,4362.64,4164.05,4328.41,10/5/2017
4319.37,4352.31,4210.42,4229.36,10/4/2017
4408.46,4432.47,4258.89,4317.48,10/3/2017
4395.81,4470.23,4377.46,4409.32,10/2/2017
4341.05,4403.74,4269.81,4403.74,10/1/2017
4166.11,4358.43,4160.86,4338.71,9/30/2017
4171.62,4214.63,4039.29,4163.07,9/29/2017
4197.13,4279.31,4109.7,4174.73,9/28/2017
3892.94,4210.05,3884.82,4200.67,9/27/2017
3928.41,3969.89,3869.9,3892.35,9/26/2017
3681.58,3950.25,3681.58,3926.07,9/25/2017
3796.15,3796.15,3666.9,3682.84,9/24/2017
3629.92,3819.21,3594.58,3792.4,9/23/2017
3628.02,3758.27,3553.53,3630.7,9/22/2017
3901.47,3916.42,3613.63,3631.04,9/21/2017
3916.36,4031.39,3857.73,3905.95,9/20/2017
4073.79,4094.07,3868.87,3924.97,9/19/2017
3591.09,4079.23,3591.09,4065.2,9/18/2017
3606.28,3664.81,3445.64,3582.88,9/17/2017
3637.75,3808.84,3487.79,3625.04,9/16/2017
3166.3,3733.45,2946.62,3637.52,9/15/2017
3875.37,3920.6,3153.86,3154.95,9/14/2017
4131.98,4131.98,3789.92,3882.59,9/13/2017
4168.88,4344.65,4085.22,4130.81,9/12/2017
4122.47,4261.67,4099.4,4161.27,9/11/2017
4229.34,4245.44,3951.04,4122.94,9/10/2017
4229.81,4308.82,4114.11,4226.06,9/9/2017
4605.16,4661,4075.18,4228.75,9/8/2017
4589.14,4655.04,4491.33,4599.88,9/7/2017
4376.59,4617.25,4376.59,4597.12,9/6/2017
4228.29,4427.84,3998.11,4376.53,9/5/2017
4591.63,4591.63,4108.4,4236.31,9/4/2017
4585.27,4714.08,4417.59,4582.96,9/3/2017
4901.42,4975.04,4469.24,4578.77,9/2/2017
4701.76,4892.01,4678.53,4892.01,9/1/2017
4555.59,4736.05,4549.4,4703.39,8/31/2017
4570.36,4626.52,4471.41,4565.3,8/30/2017
4389.21,4625.68,4352.13,4579.02,8/29/2017
4384.45,4403.93,4224.64,4382.66,8/28/2017
4345.1,4416.59,4317.29,4382.88,8/27/2017
4372.06,4379.28,4269.52,4352.4,8/26/2017
4332.82,4455.7,4307.35,4371.6,8/25/2017
4137.6,4376.39,4130.26,4334.68,8/24/2017
4089.01,4255.78,4078.41,4151.52,8/23/2017
3998.35,4128.76,3674.58,4100.52,8/22/2017
4090.48,4109.14,3988.6,4001.74,8/21/2017
4189.31,4196.29,4069.88,4087.66,8/20/2017
4137.75,4243.26,3970.55,4193.7,8/19/2017
4324.34,4370.13,4015.4,4160.62,8/18/2017
4384.44,4484.7,4243.71,4331.69,8/17/2017
4200.34,4381.23,3994.42,4376.63,8/16/2017
4326.99,4455.97,3906.18,4181.93,8/15/2017
4066.1,4325.13,3989.16,4325.13,8/14/2017
3880.04,4208.39,3857.8,4073.26,8/13/2017
3650.63,3949.92,3613.7,3884.71,8/12/2017
3373.82,3679.72,3372.12,3650.62,8/11/2017
3341.84,3453.45,3319.47,3381.28,8/10/2017
3420.4,3422.76,3247.67,3342.47,8/9/2017
3370.22,3484.85,3345.83,3419.94,8/8/2017
3212.78,3397.68,3180.89,3378.94,8/7/2017
3257.61,3293.29,3155.6,3213.94,8/6/2017
2897.63,3290.01,2874.83,3252.91,8/5/2017
2806.93,2899.33,2743.72,2895.89,8/4/2017
2709.56,2813.31,2685.14,2804.73,8/3/2017
2727.13,2762.53,2668.59,2710.67,8/2/2017
2871.3,2921.35,2685.61,2718.26,8/1/2017
2763.24,2889.62,2720.61,2875.34,7/31/2017
2724.39,2758.53,2644.85,2757.18,7/30/2017
2807.02,2808.76,2692.8,2726.45,7/29/2017
2679.73,2897.45,2679.73,2809.01,7/28/2017
2538.71,2693.32,2529.34,2671.78,7/27/2017
2577.77,2610.76,2450.8,2529.45,7/26/2017
2757.5,2768.08,2480.96,2576.48,7/25/2017
2732.7,2777.26,2699.19,2754.86,7/24/2017
2808.1,2832.18,2653.94,2730.4,7/23/2017
2668.63,2862.42,2657.71,2810.12,7/22/2017
2838.41,2838.41,2621.85,2667.76,7/21/2017
2269.89,2900.7,2269.89,2817.6,7/20/2017
2323.08,2397.17,2260.23,2273.43,7/19/2017
2233.52,2387.61,2164.77,2318.88,7/18/2017
1932.62,2230.49,1932.62,2228.41,7/17/2017
1991.98,2058.77,1843.03,1929.82,7/16/2017
2230.12,2231.14,1990.41,1998.86,7/15/2017
2360.59,2363.25,2183.22,2233.34,7/14/2017
2402.7,2425.22,2340.83,2357.9,7/13/2017
2332.77,2423.71,2275.14,2398.84,7/12/2017
2385.89,2413.47,2296.81,2337.79,7/11/2017
2525.25,2537.16,2321.13,2372.56,7/10/2017
2572.61,2635.49,2517.59,2518.44,7/9/2017
2520.27,2571.34,2492.31,2571.34,7/8/2017
2608.59,2916.14,2498.87,2518.66,7/7/2017
2608.1,2616.72,2581.69,2608.56,7/6/2017
2602.87,2622.65,2538.55,2601.99,7/5/2017
2561,2631.59,2559.35,2601.64,7/4/2017
2498.56,2595,2480.47,2564.06,7/3/2017
2436.4,2514.28,2394.84,2506.47,7/2/2017
2492.6,2515.27,2419.23,2434.55,7/1/2017
2539.24,2559.25,2478.43,2480.84,6/30/2017
2567.56,2588.83,2510.48,2539.32,6/29/2017
2553.03,2603.98,2484.42,2574.79,6/28/2017
2478.45,2552.45,2332.99,2552.45,6/27/2017
2590.57,2615.25,2376.29,2478.45,6/26/2017
2607.25,2682.26,2552.12,2589.41,6/25/2017
2738.52,2757.94,2583.19,2608.72,6/24/2017
2707.34,2765.17,2706.37,2744.91,6/23/2017
2691.03,2723.74,2642.36,2705.41,6/22/2017
2709.43,2772.01,2660.4,2689.1,6/21/2017
2591.26,2763.45,2589.82,2721.79,6/20/2017
2549.03,2662.85,2549.03,2589.6,6/19/2017
2655.35,2662.1,2516.33,2548.29,6/18/2017
2514.01,2685.19,2484.96,2655.88,6/17/2017
2469.57,2539.92,2385.15,2518.56,6/16/2017
2499.58,2534.71,2212.96,2464.58,6/15/2017
2716.88,2786.83,2412.94,2506.37,6/14/2017
2680.91,2789.04,2650.38,2717.02,6/13/2017
2953.22,2997.26,2518.56,2659.63,6/12/2017
2942.41,2996.6,2840.53,2958.11,6/11/2017
2828.14,2950.99,2746.55,2947.71,6/10/2017
2807.44,2901.71,2795.62,2823.81,6/9/2017
2720.49,2815.3,2670.95,2805.62,6/8/2017
2869.38,2869.38,2700.56,2732.16,6/7/2017
2690.84,2999.91,2690.84,2863.2,6/6/2017
2512.4,2686.81,2510.22,2686.81,6/5/2017
2547.79,2585.89,2452.54,2511.81,6/4/2017
2493.72,2581.91,2423.57,2515.35,6/3/2017
2404.03,2488.55,2373.32,2488.55,6/2/2017
2288.33,2448.39,2288.33,2407.88,6/1/2017
2187.19,2311.08,2145.57,2286.41,5/31/2017
2255.36,2301.96,2124.57,2175.47,5/30/2017
2159.43,2307.05,2107.17,2255.61,5/29/2017
2054.08,2267.34,2054.08,2155.8,5/28/2017
2196.27,2260.2,1855.83,2038.87,5/27/2017
2320.89,2573.79,2071.99,2202.42,5/26/2017
2446.24,2763.71,2285.3,2304.98,5/25/2017
2321.37,2523.72,2321.37,2443.64,5/24/2017
2191.56,2320.82,2178.5,2320.42,5/23/2017
2043.19,2303.9,2017.87,2173.4,5/22/2017
2067.03,2119.08,2037.5,2041.2,5/21/2017
1984.24,2084.73,1974.92,2084.73,5/20/2017
1897.37,2004.52,1890.25,1987.71,5/19/2017
1818.7,1904.48,1807.12,1888.65,5/18/2017
1726.73,1864.05,1661.91,1839.09,5/17/2017
1741.7,1785.94,1686.54,1734.45,5/16/2017
1808.44,1812.8,1708.54,1738.43,5/15/2017
1800.86,1831.42,1776.62,1808.91,5/14/2017
1723.12,1812.99,1651.08,1804.91,5/13/2017
1845.76,1856.15,1694.01,1724.24,5/12/2017
1780.37,1873.93,1755.35,1848.57,5/11/2017
1756.52,1788.44,1719.1,1787.13,5/10/2017
1723.89,1833.49,1716.3,1755.36,5/9/2017
1596.92,1723.35,1596.92,1723.35,5/8/2017
1579.47,1596.72,1559.76,1596.71,5/7/2017
1556.81,1578.8,1542.5,1578.8,5/6/2017
1540.87,1618.03,1530.31,1555.45,5/5/2017
1490.72,1608.91,1490.72,1537.67,5/4/2017
1453.78,1492.77,1447.49,1490.09,5/3/2017
1421.03,1473.9,1415.69,1452.82,5/2/2017
1348.3,1434.32,1348.3,1421.6,5/1/2017
1321.87,1347.91,1314.92,1347.89,4/30/2017
1317.84,1327.2,1315.21,1321.79,4/29/2017
1317.74,1331.28,1292.37,1316.48,4/28/2017
1281.88,1319.7,1281.3,1317.73,4/27/2017
1265.99,1294.83,1265.93,1281.08,4/26/2017
1250.45,1267.58,1249.97,1265.49,4/25/2017
1209.63,1250.94,1209.63,1250.15,4/24/2017
1231.92,1232.2,1203.94,1207.21,4/23/2017
1222.71,1235.56,1208.47,1231.71,4/22/2017
1229.42,1235.94,1215.56,1222.05,4/21/2017
1211.08,1240.79,1208.41,1229.08,4/20/2017
1212.13,1215.51,1205.08,1210.29,4/19/2017
1193.77,1217.57,1193.77,1211.67,4/18/2017
1183.25,1194.9,1172.65,1193.91,4/17/2017
1172.61,1187.22,1172.61,1182.94,4/16/2017
1167.3,1188,1164.96,1172.52,4/15/2017
1170.33,1190.8,1159.79,1167.54,4/14/2017
1201.02,1205.89,1156.44,1169.28,4/13/2017
1204.81,1207.14,1196.76,1200.37,4/12/2017
1187.46,1208.07,1187.46,1205.01,4/11/2017
1187.3,1190.34,1179.04,1187.13,4/10/2017
1176.57,1197.21,1171.86,1187.87,4/9/2017
1172.65,1184.98,1162.58,1175.95,4/8/2017
1178.94,1186.58,1163.39,1176.9,4/7/2017
1125.81,1188.37,1125.81,1182.68,4/6/2017
1134.14,1135.09,1113.63,1124.78,4/5/2017
1145.52,1156.44,1120.52,1133.25,4/4/2017
1102.95,1151.74,1102.95,1143.81,4/3/2017
1080.61,1107.59,1075.45,1102.17,4/2/2017
1071.71,1091.72,1061.09,1080.5,4/1/2017
1026.64,1074.92,1026.64,1071.79,3/31/2017
1042.21,1049.29,1020.04,1026.43,3/30/2017
1046.08,1055.13,1015.88,1039.97,3/29/2017
1044.58,1064.65,1027.73,1047.15,3/28/2017
972.06,1046.4,971.98,1045.77,3/27/2017
974.02,1007.96,954.19,966.73,3/26/2017
936.54,975.76,903.71,972.78,3/25/2017
1038.45,1040.47,934.36,937.52,3/24/2017
1050.05,1058.01,1028.93,1038.59,3/23/2017
1120.65,1120.65,1014.21,1049.14,3/22/2017
1055.36,1122.43,1055.36,1120.54,3/21/2017
1037.24,1063.03,1036.68,1054.23,3/20/2017
976.73,1069.91,976.73,1036.74,3/19/2017
1099.69,1114.07,957.66,973.82,3/18/2017
1180.16,1180.16,1099.57,1100.23,3/17/2017
1251.33,1257.98,1152.44,1187.81,3/16/2017
1240.16,1251.61,1239.75,1249.61,3/15/2017
1232.16,1244.81,1220.72,1240,3/14/2017
1221.78,1237.37,1217.03,1231.92,3/13/2017
1176.62,1226.98,1175.36,1221.38,3/12/2017
1116.32,1193.83,1116.32,1175.83,3/11/2017
1189.36,1270.47,1077.25,1116.72,3/10/2017
1150.35,1197.46,1141.23,1188.49,3/9/2017
1223.23,1232.16,1148.08,1150,3/8/2017
1273.21,1275.55,1204.8,1223.54,3/7/2017
1267.47,1276,1264.6,1272.83,3/6/2017
1254.29,1267.29,1238.06,1267.12,3/5/2017
1277.43,1279.4,1230.51,1255.15,3/4/2017
1250.71,1280.31,1250.71,1274.99,3/3/2017
1224.68,1262.13,1215.62,1251.01,3/2/2017
1180.04,1222.5,1179.69,1222.5,3/1/2017
1180.72,1193.25,1171.82,1179.97,2/28/2017
1163.78,1181.98,1163.38,1179.97,2/27/2017
1144.27,1167.47,1130.2,1165.2,2/26/2017
1170.41,1174.85,1124.59,1143.84,2/25/2017
1172.71,1200.39,1131.96,1173.68,2/24/2017
1117.27,1176.62,1116.96,1166.72,2/23/2017
1114.8,1125.39,1100.55,1117.44,2/22/2017
1079.28,1117.25,1076.93,1115.3,2/21/2017
1048.69,1080.49,1041.69,1079.98,2/20/2017
1054.76,1056.81,1043.46,1047.87,2/19/2017
1049.21,1061.1,1046.96,1054.42,2/18/2017
1026.12,1053.17,1025.64,1046.21,2/17/2017
1007.65,1033.37,1007.65,1027.44,2/16/2017
1006.21,1008.84,1001.58,1007.48,2/15/2017
991.74,1011.51,986.47,1004.55,2/14/2017
998.89,1002.1,976,990.64,2/13/2017
1003.52,1004.76,996.92,999.18,2/12/2017
988.9,1009.29,982.83,1004.45,2/11/2017
995.63,998.91,946.69,988.67,2/10/2017
1064.7,1088.99,953.34,994.38,2/9/2017
1062.32,1078.97,1037.49,1063.07,2/8/2017
1040.14,1061.93,1040.14,1061.35,2/7/2017
1028.4,1044.64,1028.16,1038.15,2/6/2017
1043.52,1043.63,1022.37,1027.34,2/5/2017
1031.33,1045.9,1015.16,1042.9,2/4/2017
1011.46,1033.87,1008.79,1029.91,2/3/2017
990,1013.52,983.22,1011.8,2/2/2017
970.94,989.11,970.74,989.02,2/1/2017
920.96,972.02,920.96,970.4,1/31/2017
920.15,923.05,919.47,920.38,1/30/2017
922.07,923.42,919.15,919.5,1/29/2017
919.81,923.91,919.81,921.59,1/28/2017
918.36,923.22,915.85,919.75,1/27/2017
902.4,919.33,902.22,917.59,1/26/2017
891.92,903.25,891.69,901.54,1/25/2017
910.68,924.15,892.29,892.69,1/24/2017
925.5,928.27,916.74,921.01,1/23/2017
922.21,937.53,897.56,924.67,1/22/2017
895.55,927.37,895.54,921.79,1/21/2017
898.17,899.4,887.01,895.03,1/20/2017
888.34,904.61,884.34,899.07,1/19/2017
909.37,917.5,858.3,886.62,1/18/2017
830.95,910.56,830.8,907.94,1/17/2017
821.78,834.53,820.27,831.53,1/16/2017
818.14,823.31,812.87,821.8,1/15/2017
825.14,835.09,812.46,818.41,1/14/2017
803.74,829,780,823.98,1/13/2017
775.18,826.25,755.76,804.83,1/12/2017
908.12,919.45,762.77,777.76,1/11/2017
902.44,914.87,901.06,907.68,1/10/2017
913.24,913.69,879.81,902.83,1/9/2017
908.18,942.72,887.25,911.2,1/8/2017
903.49,908.59,823.56,908.59,1/7/2017
1014.24,1046.81,883.94,902.2,1/6/2017
1156.73,1191.1,910.42,1013.38,1/5/2017
1044.4,1159.42,1044.4,1154.73,1/4/2017
1021.6,1044.08,1021.6,1043.84,1/3/2017
998.62,1031.39,996.7,1021.75,1/2/2017
